ram_gb,storage_gb,screen_size,weight_kg,cpu_score,gpu_score,age_years,price
4,1024,15.7,2.54,15080,9109,3,1290.0
4,1024,14.4,1.18,6409,18730,4,1388.0
8,256,15.3,1.51,15038,12177,2,1620.0
8,256,15.6,1.82,22780,19647,2,1809.0
64,512,17.2,2.27,21930,19954,0,3405.0
4,256,11.7,1.66,14197,14867,2,1391.0
8,2048,17.3,1.69,13161,1126,1,1559.0
8,256,14.0,1.35,17105,17861,4,1685.0
8,512,12.3,0.97,15683,5354,2,1270.0
4,256,13.4,1.3,16753,2394,2,1136.0
8,256,13.3,1.68,24204,4135,0,1385.0
8,512,16.6,1.49,20211,10390,4,1387.0
8,256,14.3,1.3,18573,12397,2,1521.0
16,1024,11.4,1.34,21430,9826,4,1274.0
8,512,15.5,1.34,3752,11175,1,1380.0
16,512,14.1,1.92,18431,4724,0,1720.0
8,1024,16.1,2.1,8231,2524,0,1295.0
8,1024,11.3,1.73,3109,11499,4,1014.0
32,512,16.4,2.58,3102,15290,4,1963.0
8,1024,16.6,2.34,21418,11477,0,1821.0
32,2048,11.1,1.18,16564,12645,1,2409.0
32,512,14.0,1.8,3933,19444,1,2354.0
16,512,11.8,1.6,14921,7897,3,1460.0
4,1024,14.3,1.25,21869,1806,5,1216.0
16,2048,11.6,1.21,23196,5795,4,1718.0
16,512,16.6,1.62,3024,6333,3,1312.0
16,256,12.2,1.02,9067,13491,1,1586.0
8,1024,15.2,1.53,20037,3836,5,1262.0
64,512,15.1,2.05,7632,13207,5,2705.0
32,256,13.0,1.21,17051,4850,5,1452.0
4,512,12.4,1.15,17379,9968,4,1144.0
8,512,16.8,2.12,3571,6707,1,1284.0
4,1024,11.3,1.31,7201,15584,0,1308.0
32,512,12.6,1.66,19582,7693,4,1821.0
32,256,13.1,1.32,20947,7536,2,1895.0
64,256,14.7,2.3,15749,19170,2,3085.0
16,512,13.3,1.03,21091,1924,4,1449.0
16,2048,11.7,1.43,5662,6903,0,1744.0
16,256,14.6,2.36,8219,6850,0,1485.0
16,512,15.6,1.66,22289,9935,0,1832.0
64,2048,15.4,2.01,4210,4609,1,2767.0
16,256,14.1,1.66,16005,3734,0,1570.0
8,256,12.9,1.25,16812,804,3,1187.0
16,1024,11.1,1.16,13178,4801,3,1074.0
4,256,14.4,2.08,11034,14013,4,1207.0
16,2048,15.0,1.65,23797,4726,3,1606.0
16,1024,13.8,1.85,22791,5460,3,1688.0
8,256,17.0,1.84,7468,11593,5,1228.0
32,512,12.3,1.8,17115,10179,4,1897.0
16,512,16.1,1.31,6879,6365,1,1579.0
8,512,15.5,1.99,6174,5959,1,1237.0
4,512,16.7,2.41,22632,5917,4,1193.0
4,512,16.8,2.75,16531,840,2,1141.0
8,256,12.5,1.28,6529,10710,1,1357.0
8,256,16.8,1.64,8622,10050,1,1382.0
8,256,13.5,1.9,20988,820,1,1224.0
32,1024,15.3,1.8,21020,7573,0,2137.0
8,1024,17.0,1.54,7617,17336,3,1735.0
32,512,14.8,2.2,7350,10981,2,1811.0
16,512,14.7,1.78,20906,1503,2,1387.0
32,512,11.4,1.75,24943,11885,0,2203.0
8,256,14.8,1.51,11977,8521,5,1005.0
4,512,12.5,1.41,24491,17318,4,1500.0
16,2048,13.4,1.22,16582,19776,1,2346.0
8,512,13.4,1.57,23695,3583,0,1560.0
4,512,17.1,1.77,16358,3775,1,1469.0
16,2048,15.0,2.54,15670,15695,2,2168.0
16,256,15.6,1.51,11684,1377,5,1012.0
8,1024,12.1,1.61,22846,12902,4,1569.0
8,256,12.9,0.97,14406,9974,5,1318.0
32,1024,16.5,1.36,5573,1769,2,2006.0
8,1024,11.8,0.9,17287,12796,0,1501.0
16,1024,17.0,1.53,8599,15480,1,1723.0
4,2048,13.7,2.05,6001,7955,2,1298.0
32,1024,13.5,1.95,3639,3619,0,1692.0
4,2048,14.2,1.87,23149,4792,3,1348.0
16,256,13.8,1.43,6308,2271,0,1310.0
4,512,14.0,1.24,21113,13974,0,1579.0
16,256,13.7,1.54,21116,10594,3,1363.0
32,256,15.4,2.16,7578,12000,2,1888.0
4,512,12.7,1.44,14843,11417,5,1119.0
8,1024,12.0,2.02,7955,7267,4,1096.0
16,1024,13.7,0.8,16715,16701,1,2098.0
16,256,11.6,1.34,11680,12505,4,1378.0
8,2048,13.8,1.72,21126,5832,3,1516.0
16,256,14.1,1.91,19976,16880,0,1889.0
8,256,15.9,2.33,14720,4629,3,975.0
32,1024,11.7,0.89,14369,10537,1,2023.0
8,1024,13.5,1.73,6909,3039,0,1303.0
16,1024,15.9,1.07,9927,8062,1,1744.0
16,512,13.1,1.07,18193,14372,1,2070.0
16,512,16.3,1.15,19906,12506,4,1740.0
8,1024,15.5,1.89,10490,17639,2,1446.0
16,512,11.3,1.24,7302,10347,0,1571.0
16,1024,13.4,0.8,9765,3415,2,1499.0
8,1024,15.8,1.96,18587,2425,5,1051.0
4,512,14.3,2.31,12722,19249,4,1193.0
64,1024,15.2,1.24,19579,18112,0,3405.0
16,512,17.2,2.61,6540,17420,1,1862.0
8,1024,15.3,1.91,5243,2922,3,907.0
16,512,14.4,1.64,16580,2969,3,1325.0
8,512,16.3,2.6,15539,14980,4,1383.0
8,512,13.7,1.72,15726,18190,1,1556.0
32,512,11.1,1.27,16066,8948,5,1549.0
8,512,12.7,1.32,17741,13995,1,1602.0
8,256,14.7,2.03,24366,15777,3,1615.0
8,2048,17.0,1.59,9876,18280,3,1749.0
4,2048,14.8,1.37,9574,10698,5,997.0
8,256,12.8,1.27,8591,16504,2,1586.0
8,2048,17.3,1.66,13119,16502,3,1738.0
8,512,13.5,2.09,13904,12734,5,1209.0
4,256,12.4,1.65,23590,9662,1,1275.0
8,1024,14.5,1.54,6744,792,2,1091.0
8,512,13.2,2.1,5872,5319,2,836.0
16,1024,11.7,1.28,20933,2524,1,1555.0
32,1024,15.5,1.42,22734,15521,3,2373.0
8,512,15.4,1.72,3833,16968,0,1650.0
16,256,17.1,2.29,11041,16637,3,1574.0
16,1024,11.9,1.4,15382,6086,5,1227.0
4,512,16.7,1.5,10558,10300,4,1175.0
4,1024,16.0,1.51,6430,7780,3,1392.0
32,256,12.6,1.75,24890,18616,3,2114.0
8,1024,14.0,1.21,5781,4830,5,999.0
32,1024,15.0,2.73,11589,14297,2,2034.0
4,512,13.0,0.99,16881,7099,1,1325.0
16,512,11.7,0.83,8439,18686,3,1679.0
32,512,16.3,1.41,19112,8345,3,2079.0
32,256,12.0,1.34,7561,4311,3,1534.0
4,256,14.1,1.57,24047,7430,4,1271.0
16,512,13.8,2.01,18303,18898,0,1945.0
8,256,16.7,2.95,24339,9481,1,1597.0
16,1024,14.5,1.38,16988,15469,1,1770.0
4,512,13.7,1.87,9142,2559,3,822.0
8,512,17.2,1.45,8258,18884,3,1507.0
32,256,13.2,1.53,16115,9096,5,1707.0
8,512,15.6,1.58,13891,7324,4,1315.0
8,1024,12.5,1.84,23410,5326,2,1465.0
64,512,15.8,1.97,9304,11341,2,2822.0
8,512,15.7,2.14,8975,14220,5,1381.0
4,512,16.2,1.63,21420,17939,4,1348.0
8,512,14.1,1.98,20098,10691,0,1665.0
8,1024,12.4,1.01,10871,13612,3,1393.0
4,256,15.0,1.61,14385,15912,1,1503.0
16,512,16.7,1.93,16543,6135,2,1445.0
64,512,13.0,0.87,21595,15399,5,2961.0
16,256,11.1,1.41,23098,6138,1,1680.0
16,2048,12.2,1.97,13405,9565,2,1800.0
8,512,16.9,1.96,8253,18952,4,1489.0
16,256,11.0,1.28,4804,10539,4,1211.0
16,1024,11.3,1.02,23948,13591,5,1798.0
16,1024,11.6,0.84,19822,15348,4,1952.0
32,512,16.6,2.18,13677,1531,4,1803.0
16,1024,13.4,1.64,20940,18799,2,2037.0
8,256,15.4,1.91,17086,5545,1,1369.0
16,512,15.4,2.43,14574,9533,4,1479.0
8,1024,13.7,1.98,8984,11360,4,1260.0
8,1024,15.6,1.29,6884,9930,4,1202.0
16,512,13.9,1.8,18278,4196,3,1493.0
32,512,14.4,1.96,5949,13405,0,1947.0
4,512,12.9,1.82,18923,9583,5,1027.0
16,512,11.0,1.4,11517,8171,4,1273.0
16,512,14.7,2.12,16029,13519,0,1770.0
8,1024,12.7,1.46,3610,9536,1,1209.0
8,1024,12.7,2.26,21975,2141,4,925.0
8,1024,16.5,1.46,17468,19912,4,1889.0
16,2048,13.3,1.36,13375,5448,2,1632.0
16,256,11.6,1.93,14502,13933,2,1530.0
16,1024,15.0,1.21,3330,17674,5,1593.0
4,512,14.4,2.06,21710,1392,3,1120.0
32,1024,11.4,0.8,23095,1297,3,1761.0
32,256,13.2,1.52,24237,10523,1,2411.0
4,512,14.9,2.02,15494,2674,0,1161.0
8,1024,12.8,1.93,22743,10481,4,1560.0
8,256,17.2,1.97,16529,16489,4,1773.0
32,256,16.0,2.28,24986,16618,5,2142.0
32,512,14.2,1.51,16168,13690,3,2084.0
4,1024,16.8,2.56,10534,18583,4,1382.0
8,256,11.2,0.85,3907,9692,1,1223.0
8,1024,12.4,1.52,5513,11912,2,1233.0
8,256,16.8,1.41,9326,17251,0,1568.0
32,512,14.2,1.8,18589,7819,0,2262.0
4,512,12.1,1.68,4976,4566,2,949.0
8,512,14.6,1.9,6403,19068,0,1514.0
8,1024,15.6,1.66,17295,607,3,1365.0
16,1024,14.8,1.97,18911,2667,1,1618.0
16,256,11.3,1.35,21803,16340,2,2090.0
8,1024,11.2,1.08,17996,13074,4,1606.0
4,512,13.6,1.17,17532,12933,0,1488.0
8,512,11.1,1.88,11404,14133,2,1278.0
64,1024,11.5,1.39,20898,7068,0,2824.0
16,1024,15.0,1.87,17128,16466,0,2062.0
4,512,13.8,1.42,10317,11797,4,1134.0
32,1024,11.5,1.52,6945,6511,2,1786.0
8,256,16.5,1.45,3692,2087,3,942.0
16,256,13.3,1.28,23850,6930,4,1333.0
4,1024,16.6,2.27,12012,6599,4,1060.0
32,512,14.8,1.2,23155,18354,0,2735.0
8,512,14.9,1.6,6713,11585,2,1437.0
8,512,13.7,1.34,6067,16161,3,1316.0
16,256,15.2,1.24,9714,16968,1,1762.0
16,1024,12.5,1.24,7404,15061,3,1542.0
8,1024,12.6,1.67,8254,6673,4,1052.0
4,256,16.5,1.44,4653,4421,4,670.0
8,256,12.3,2.09,6974,1686,1,1009.0
4,1024,13.4,1.69,5977,5768,3,892.0
8,1024,15.7,2.26,18130,2218,0,1465.0
4,1024,13.1,1.79,21861,6045,1,1107.0
8,512,13.3,0.95,16148,6473,2,1335.0
8,512,16.7,1.55,14871,5132,3,1442.0
16,512,12.3,0.91,21100,12711,2,1501.0
8,256,12.5,1.33,22550,17233,1,1904.0
4,512,16.6,1.56,24652,14252,1,1828.0
8,256,12.7,1.91,23144,13894,1,1537.0
16,256,13.1,1.73,8225,14048,5,1130.0
8,512,16.6,2.35,13331,9350,2,1534.0
8,256,13.0,1.2,23637,17560,1,1818.0
16,512,17.3,2.68,24065,15037,3,2005.0
8,512,16.2,2.34,19888,13794,0,1738.0
32,512,16.3,1.87,20253,19223,0,2476.0
32,2048,12.4,1.03,15382,13577,3,2336.0
8,1024,12.4,1.42,24270,7966,0,1544.0
16,512,15.7,1.31,24397,12083,0,2143.0
8,1024,16.2,2.17,19030,15080,1,1625.0
4,512,12.4,1.17,14273,13497,1,1289.0
8,1024,12.3,1.1,3355,13284,3,1060.0
16,256,12.5,1.5,3622,14743,2,1558.0
32,512,11.9,1.56,5018,1752,3,1197.0
4,2048,13.7,1.28,5747,19533,1,1552.0
16,512,14.2,1.7,9337,19679,1,1903.0
8,512,15.0,1.5,9881,4002,3,1116.0
4,1024,11.3,1.52,8988,4145,0,1335.0
64,512,12.2,1.76,18318,13039,0,3195.0
16,1024,11.7,1.63,8214,616,2,1224.0
4,256,12.7,2.31,15458,2924,3,977.0
32,256,12.2,1.26,20239,15310,3,1888.0
4,256,16.9,1.53,18030,4518,0,1283.0
4,256,13.4,1.39,4295,3918,5,621.0
8,2048,11.9,1.36,3412,18570,3,1490.0
32,256,15.2,1.61,14861,17028,3,1986.0
4,256,17.1,2.8,8454,8392,5,846.0
32,512,16.0,1.15,3174,15277,4,1794.0
16,1024,15.1,1.65,15203,11559,4,1758.0
4,1024,13.4,2.15,6896,5569,0,1186.0
16,512,13.5,1.91,17395,4627,5,1220.0
8,256,12.9,2.09,15685,11301,5,1121.0
16,1024,16.1,1.18,12502,10445,3,1705.0
16,256,16.1,1.23,13298,9092,3,1450.0
16,256,14.1,2.4,7800,975,0,1187.0
64,256,16.4,1.33,5770,11614,1,2584.0
8,512,15.1,2.03,9815,11826,2,1437.0
32,2048,15.3,1.31,8135,12474,2,2331.0
8,1024,12.7,1.17,19740,19107,4,1723.0
16,512,12.5,1.92,20689,4724,5,1341.0
32,512,12.4,1.32,18787,13901,0,2291.0
64,512,16.7,2.1,10923,7480,3,2887.0
8,512,16.0,2.13,8439,13476,3,1377.0
8,512,16.7,1.87,24457,12576,0,1716.0
32,256,16.2,1.46,23912,11320,1,2201.0
32,256,16.1,1.75,21122,7814,5,1983.0
8,1024,13.7,1.74,3967,6746,5,1069.0
32,512,15.8,2.06,15308,13415,4,2113.0
8,1024,12.0,0.8,8157,15589,2,1551.0
8,256,15.1,1.4,5342,18914,1,1558.0
16,1024,11.3,1.38,12641,8076,1,1351.0
8,512,17.1,1.87,23458,7670,3,1455.0
8,2048,16.5,1.66,20695,7063,1,1592.0
8,512,12.0,2.47,9593,16999,2,1320.0
8,512,15.8,2.41,15435,11175,3,1245.0
4,1024,16.2,1.16,23965,7190,4,1459.0
4,512,11.3,1.39,17861,19508,5,1332.0
16,512,14.6,1.38,11569,16902,0,1656.0
16,256,13.6,1.39,23928,14815,3,1890.0
16,512,14.9,1.21,13643,16388,3,1834.0
32,512,16.6,1.59,11074,13655,4,1842.0
8,256,15.6,1.34,17199,4845,0,1451.0
8,256,12.3,0.87,6991,2997,3,969.0
8,512,14.5,1.89,4479,16841,0,1473.0
8,256,14.5,1.35,12007,16259,0,1727.0
16,1024,11.1,1.58,4975,5936,1,1307.0
8,256,11.8,1.93,15394,8745,3,1277.0
8,256,13.3,1.51,19638,11849,2,1494.0
16,2048,12.1,1.44,5957,12755,3,1571.0
8,512,12.5,2.02,5585,13526,2,1281.0
4,512,15.3,1.76,3849,11436,3,1180.0
16,256,17.1,2.45,4230,10302,3,1391.0
16,256,13.9,1.62,18972,15816,1,1805.0
8,512,15.1,1.76,16157,675,1,1134.0
16,1024,15.8,1.49,24752,1125,1,1686.0
4,256,15.2,1.03,6435,18882,5,1173.0
8,1024,15.1,2.1,23490,2403,1,1507.0
16,2048,11.0,1.1,20109,3198,5,1459.0
8,512,16.5,1.98,11276,5983,0,1382.0
8,512,12.0,1.85,16851,9838,4,1205.0
16,256,12.1,1.37,12991,4448,0,1416.0
16,256,14.2,1.39,3602,1698,0,1389.0
8,512,14.7,2.37,21235,13789,1,1812.0
16,1024,15.8,2.17,4546,14792,0,1694.0
4,256,12.8,1.6,24668,2776,3,1164.0
64,1024,17.0,1.83,21850,2270,4,2718.0
8,512,15.0,1.62,10836,2301,5,919.0
8,256,16.3,1.64,23617,5057,3,1373.0
8,256,14.0,2.02,23941,10831,4,1337.0
64,1024,11.4,1.63,5543,17398,4,2512.0
8,512,11.1,1.01,18370,1794,3,775.0
16,512,15.0,2.23,8222,2813,5,1086.0
64,1024,13.7,1.6,6239,15986,4,2871.0
64,256,13.8,2.23,7812,9094,0,2551.0
4,512,13.1,1.52,12908,6928,2,1177.0
16,256,12.1,0.94,14717,17066,4,1545.0
16,512,14.0,1.38,3067,6396,0,1401.0
16,256,12.6,1.41,17381,17440,0,1797.0
8,256,16.6,1.85,11963,12145,4,1295.0
8,1024,12.1,0.92,19673,4737,2,1342.0
4,512,17.1,1.84,14507,19535,4,1278.0
4,512,16.4,1.4,14111,17451,1,1681.0
16,1024,13.4,2.29,20556,6020,3,1519.0
4,512,15.9,1.87,4289,12694,5,747.0
8,256,14.7,1.91,10274,4905,5,1006.0
8,512,13.9,1.44,18066,4938,1,1354.0
4,256,16.1,1.76,17289,7682,4,1202.0
4,256,16.2,2.4,8491,7006,5,936.0
32,512,12.3,1.47,17590,15694,4,1977.0
8,256,16.7,1.23,11334,6100,4,1038.0
8,256,11.2,1.42,14528,18701,0,1563.0
16,512,11.0,1.37,22106,12803,4,1532.0
4,1024,14.0,0.88,16492,3506,5,1309.0
8,512,12.9,1.86,17905,2042,2,1360.0
64,512,13.7,1.75,13118,1082,3,2343.0
32,256,14.0,1.33,16232,18505,1,2251.0
16,512,14.0,1.51,16431,6462,3,1488.0
4,512,16.7,2.01,5750,7416,1,1235.0
8,2048,16.8,2.26,13135,6754,3,1418.0
4,256,13.2,0.93,9048,15003,2,1162.0
8,1024,12.8,1.17,23062,15075,1,2032.0
4,2048,15.1,1.65,9545,14682,4,1590.0
4,512,12.3,1.33,5485,13771,1,1032.0
16,1024,13.5,1.73,22881,15695,3,1698.0
4,1024,15.5,2.29,22006,15071,5,1402.0
8,512,11.0,1.11,21718,4190,5,1094.0
32,256,15.9,2.26,19392,8158,3,2024.0
8,512,15.6,1.72,13169,4340,5,1016.0
8,1024,13.4,2.25,3247,8856,5,767.0
4,256,12.6,1.16,11306,15030,1,1374.0
16,512,14.4,1.08,18817,18867,1,2098.0
16,256,12.9,1.11,10019,17555,1,1712.0
16,1024,16.2,2.05,10981,1442,3,1271.0
16,1024,14.7,1.36,23457,6567,0,1953.0
4,256,12.9,1.94,14156,915,3,828.0
8,1024,16.1,1.69,8813,8751,1,1308.0
16,512,14.8,2.29,14388,828,0,1424.0
64,256,11.8,1.73,22504,16147,0,2954.0
32,512,13.6,1.6,19174,16430,3,2296.0
16,512,14.1,2.2,14721,19158,2,1881.0
16,512,17.0,2.23,13700,10596,2,1548.0
4,512,13.0,1.29,20137,5208,2,1242.0
32,2048,13.8,1.35,16986,14050,2,2525.0
4,512,17.2,1.53,21578,4322,3,1066.0
4,512,13.7,1.32,7823,13243,1,1283.0
16,256,16.2,1.46,16174,12871,5,1762.0
32,256,11.6,0.94,4556,16353,3,1622.0
16,1024,13.5,2.19,16948,8378,1,1641.0
8,1024,12.2,1.13,17701,10832,4,1204.0
8,1024,16.6,2.05,6621,17643,2,1595.0
4,512,14.5,0.82,24747,6907,5,984.0
32,512,12.4,1.5,18430,17243,5,1840.0
64,512,11.6,1.5,4706,2684,5,2024.0
8,1024,13.7,0.94,23939,18454,4,1810.0
32,512,11.6,1.49,23035,8515,5,1873.0
8,512,14.1,1.39,3472,7278,2,1135.0
8,512,15.6,1.41,11457,4304,5,1169.0
16,512,13.0,1.9,17448,9379,1,1700.0
4,256,12.1,1.21,17371,18563,4,1459.0
8,256,13.3,2.12,14055,19670,5,1267.0
8,256,12.0,1.12,8853,15381,1,1369.0
16,256,16.3,1.41,23726,19119,3,2408.0
16,1024,11.6,1.55,18208,6049,3,1718.0
32,1024,15.7,2.27,7606,17770,5,2097.0
32,1024,13.1,2.11,12589,10472,0,2171.0
8,512,15.6,1.52,3534,617,3,996.0
8,256,15.9,1.87,20488,9654,3,1399.0
32,512,11.9,1.52,3220,19696,2,2189.0
16,1024,15.8,2.35,9093,12287,1,1661.0
4,512,17.0,1.82,7947,4015,4,942.0
4,512,14.6,2.36,10323,18964,3,1640.0
64,512,15.1,2.16,13083,19580,5,2624.0
16,256,13.0,1.38,16758,5875,4,1350.0
4,512,12.1,1.45,6304,13221,5,755.0
16,512,15.7,1.76,5318,12477,0,1567.0
16,512,16.2,2.51,3672,1294,4,1007.0
8,256,12.3,1.46,24454,10335,5,1261.0
64,512,11.7,1.99,5974,2629,4,2171.0
32,512,13.2,2.04,16361,19113,0,2259.0
4,512,14.9,1.62,22434,602,0,1293.0
8,256,13.3,2.0,24391,4753,2,1187.0
8,1024,17.1,1.76,12271,5957,4,1234.0
32,512,16.0,1.35,6918,13133,1,1904.0
16,512,16.8,1.26,17539,4974,2,1690.0
16,2048,14.8,1.61,18599,2270,0,1652.0
16,1024,15.8,1.81,15112,18865,2,2072.0
8,1024,17.0,2.17,7434,11102,2,1384.0
32,512,11.2,1.43,22310,4352,2,1821.0
4,1024,14.6,2.0,4827,19214,1,1636.0
16,512,12.2,1.55,13931,18878,4,1651.0
8,2048,16.0,2.37,12745,14528,0,1642.0
8,1024,12.5,1.77,14981,3379,4,1132.0
64,512,15.7,1.62,13369,1112,4,2088.0
16,1024,13.1,1.33,13054,851,0,1476.0
4,512,15.1,2.07,15278,19686,1,1612.0
8,1024,15.3,2.37,9276,11916,3,1191.0
16,256,16.7,1.39,13262,11025,5,1489.0
4,2048,16.5,1.42,17199,14209,5,1576.0
8,1024,13.8,2.03,7304,11804,3,1508.0
4,256,15.3,1.9,20629,11615,0,1511.0
16,256,12.1,1.84,18006,18935,2,2015.0
8,512,11.6,1.66,17270,19969,3,1733.0
16,1024,15.5,1.55,8853,11902,0,1704.0
8,256,16.7,2.38,24054,12536,2,1574.0
16,2048,15.7,1.59,9386,4804,5,1591.0
8,512,14.3,1.98,20654,8259,0,1541.0
32,2048,15.0,2.57,20188,8871,0,2414.0
64,1024,15.6,2.0,24820,18700,4,3211.0
8,512,14.6,2.35,17999,15109,4,1319.0
8,512,13.3,1.29,23079,13419,5,1411.0
32,256,16.4,2.1,18995,8230,3,1869.0
8,256,13.3,1.59,13717,17024,1,1380.0
32,512,16.7,2.04,23280,3785,2,2013.0
8,1024,16.0,2.21,16075,9386,2,1725.0
16,1024,16.0,1.77,21756,8088,0,2122.0
8,512,16.3,2.48,4070,16375,5,1216.0
16,2048,17.2,2.52,7829,2510,2,1544.0
32,256,17.2,2.19,12090,3222,2,1843.0
4,2048,14.2,2.27,24474,2448,0,1733.0
32,1024,13.4,1.91,13776,14538,2,2170.0
16,256,15.6,2.24,14440,2868,4,1175.0
8,1024,17.1,1.49,8272,18698,0,1789.0
8,1024,15.0,1.14,15287,10432,4,1557.0
4,1024,11.2,1.48,24687,5004,2,1608.0
8,1024,11.2,1.06,9127,6767,0,1206.0
16,512,13.9,1.78,22295,4622,2,1310.0
4,512,16.0,1.65,11524,4006,3,1148.0
16,512,16.6,2.22,15613,2023,4,1300.0
64,1024,13.4,1.34,15260,14905,1,3078.0
64,1024,14.3,2.1,22228,1102,4,2752.0
32,256,14.2,1.82,3739,12427,4,1678.0
32,1024,11.6,1.75,3453,12224,3,1574.0
8,256,11.0,0.8,18844,16486,1,1362.0
64,256,14.3,1.49,11843,5309,1,2613.0
8,256,14.2,1.64,10674,3635,1,995.0
32,512,16.4,1.31,22844,8810,4,2130.0
32,256,12.1,1.06,18223,12596,1,1946.0
16,256,16.4,2.61,3442,5028,4,1048.0
16,256,12.7,1.93,19104,5632,5,1072.0
8,512,14.4,1.49,15320,14971,5,1337.0
16,1024,15.5,1.93,16607,10155,4,1567.0
8,256,11.9,2.29,6128,18084,3,1303.0
4,512,17.0,1.82,4643,9200,2,1322.0
4,512,17.0,2.34,12682,13339,1,1458.0
32,256,17.1,2.79,15388,11874,4,1850.0
32,256,11.0,1.78,17730,3485,3,1849.0
4,1024,15.1,1.24,10797,11622,2,1430.0
4,2048,15.2,2.58,6102,15139,2,1562.0
8,1024,16.5,2.65,18722,18409,1,1967.0
4,256,12.3,1.35,21275,1526,0,1355.0
8,1024,11.8,1.59,18644,12678,5,1467.0
16,512,16.1,1.2,7113,11249,5,1468.0
8,256,12.6,1.81,14055,7355,0,1392.0
8,512,11.4,1.59,24636,6468,0,1384.0
8,2048,11.6,1.42,19089,15990,4,1596.0
16,1024,15.1,2.09,10932,9218,2,1562.0
8,512,14.4,1.68,6156,3646,5,859.0
8,256,15.7,1.33,12579,16703,5,1402.0
8,1024,16.1,2.35,20954,15618,0,1952.0
32,2048,11.0,1.03,9046,13651,3,2056.0
8,512,16.9,1.69,24323,11749,5,1503.0
16,256,16.5,1.33,15339,16464,0,1785.0
8,512,16.9,2.53,22814,5572,4,1457.0
32,512,15.8,2.01,7557,16965,1,2226.0
8,512,13.4,2.14,20862,15172,0,1620.0
16,512,12.6,2.0,8140,12421,3,1443.0
32,256,16.7,2.53,11913,2725,2,1774.0
16,256,13.6,2.1,7191,6847,1,1322.0
4,256,14.1,2.44,23516,1195,1,953.0
4,256,15.4,1.51,15287,5797,4,921.0
64,2048,15.3,2.01,15368,5799,2,2855.0
4,256,15.4,2.35,5245,10708,5,1103.0
8,1024,14.9,2.04,7734,10343,2,1237.0
64,1024,14.2,2.39,12671,15493,0,3026.0
4,512,15.8,2.46,14934,12800,2,1262.0
8,512,13.5,1.23,5314,10393,0,1261.0
8,256,12.7,1.37,21718,6628,0,1499.0
4,512,16.7,2.39,14028,13959,5,1023.0
8,1024,16.3,2.28,17917,11786,1,1351.0
16,1024,15.5,1.61,3519,12610,5,1468.0
8,512,12.1,1.3,21326,19620,1,1802.0
4,2048,11.3,1.04,6294,1595,5,755.0
32,1024,16.8,1.54,3771,19970,3,2306.0
32,512,16.9,1.82,15133,18661,0,2587.0
16,512,12.7,1.37,24337,14558,4,1496.0
4,256,15.0,1.12,24864,10616,0,1625.0
16,2048,11.1,0.95,23298,6391,4,1801.0
16,512,13.5,1.38,12548,8446,2,1399.0
8,1024,15.4,1.22,14062,9796,3,1413.0
32,256,13.3,1.35,12081,8736,0,2068.0
8,2048,16.1,2.06,23312,16254,5,1817.0
16,256,16.8,2.86,23664,9901,0,1741.0
4,512,11.9,2.02,7001,17799,3,1110.0
16,256,15.3,1.92,14711,17320,0,1756.0
16,256,13.4,1.44,11033,19051,1,1848.0
16,1024,12.1,1.5,19649,16468,5,1490.0
8,256,13.2,1.69,6719,8059,0,1325.0
64,512,14.0,1.71,12545,6937,0,2560.0
16,256,16.6,2.15,17737,7091,4,1475.0
8,1024,15.8,2.17,23099,11744,2,1542.0
8,256,11.0,1.37,23185,7051,3,1214.0
16,512,11.4,1.59,19787,15283,4,1737.0
8,1024,17.3,1.45,23491,15809,0,2199.0
16,512,14.5,1.26,5361,7175,3,1440.0
16,1024,14.8,1.33,4759,19166,3,1705.0
16,2048,13.2,1.6,11989,12879,2,1821.0
32,256,16.2,2.11,19906,11482,5,1998.0
8,512,14.5,1.52,5675,13141,0,1509.0
8,1024,14.7,1.39,15295,9141,3,1371.0
8,1024,12.6,1.36,22967,4631,0,1667.0
32,1024,15.9,1.46,7860,13492,1,2204.0
8,256,12.3,0.85,11622,5833,2,1259.0
16,256,11.9,0.87,22686,8721,4,1550.0
8,1024,14.8,1.91,19041,8983,4,1489.0
32,512,16.2,2.07,14631,11616,2,2002.0
32,256,12.8,1.38,4592,18030,5,1711.0
4,256,12.9,1.51,3924,4166,0,774.0
64,512,11.9,1.63,13911,13620,4,2629.0
16,256,14.8,1.26,11269,2434,0,1392.0
4,1024,15.9,1.83,4395,9172,1,1348.0
8,512,11.8,2.04,18012,8408,5,955.0
4,1024,14.4,1.84,24747,11562,0,2114.0
16,256,14.4,1.96,21719,5732,0,1655.0
8,512,11.7,1.98,10616,15279,0,1614.0
8,256,14.3,2.0,7377,3464,4,993.0
8,1024,12.7,1.39,10721,2475,2,805.0
16,512,12.3,1.32,16022,19315,0,1918.0
32,256,17.2,1.9,20093,9173,2,2312.0
32,2048,11.6,0.83,4905,14079,2,1786.0
8,512,13.2,1.97,15543,8660,0,1516.0
16,512,14.9,1.42,23058,8070,1,1682.0
4,1024,13.6,1.97,14378,3116,2,1051.0
8,512,11.1,0.84,3213,19837,2,1392.0
64,2048,16.5,2.66,6303,7205,3,2519.0
4,256,12.5,1.19,24359,2586,0,1314.0
32,2048,13.6,1.37,16613,18764,2,2427.0
16,256,16.7,1.2,15436,7299,2,1511.0
8,1024,17.1,2.34,15641,3491,5,1269.0
16,256,16.8,2.31,19543,17736,4,2245.0
