bedrooms,bathrooms,sqft_living,sqft_lot,floors,age,condition,grade,loc_score,price
6,4.5,2425,17200,2.0,63,3,7,0.118,1064000.0
2,1.0,1198,3748,2.0,54,1,4,-0.788,392000.0
1,0.5,668,5189,1.0,1,2,12,-0.48,712000.0
3,2.0,1738,6067,1.5,4,1,7,-0.452,773000.0
4,3.0,1816,3002,2.0,60,1,11,-0.048,955000.0
4,3.5,1610,5083,1.0,77,4,5,-0.529,733000.0
2,2.0,1117,2919,1.5,16,1,8,-1.062,726000.0
6,5.0,2668,12791,2.0,4,3,5,0.086,1002000.0
4,3.5,1997,4459,1.0,36,3,6,1.067,947000.0
2,1.5,1764,9824,1.0,28,1,7,0.128,653000.0
6,6.0,2399,17241,1.5,88,5,11,-0.61,1291000.0
6,5.5,2578,9942,2.0,83,5,6,-0.123,977000.0
3,3.0,1678,4355,3.0,50,4,10,-2.051,999000.0
1,1.0,843,3456,2.0,85,4,4,-0.139,408000.0
4,3.0,1750,11565,2.0,20,2,6,-0.4,855000.0
4,2.5,1435,7670,1.5,89,5,9,-0.933,867000.0
1,0.5,697,1504,2.0,40,4,8,-0.752,544000.0
4,3.5,1578,7877,1.5,42,3,8,-0.41,835000.0
6,6.5,2082,9458,1.0,4,4,10,0.992,1196000.0
1,1.0,611,2216,2.0,15,5,4,1.092,531000.0
5,5.0,1936,4290,2.0,17,4,10,-0.928,1062000.0
1,1.0,1025,8074,1.5,43,1,11,-0.518,676000.0
5,3.5,2430,6426,2.0,17,2,10,-0.493,1146000.0
3,2.5,1279,3521,2.0,9,1,6,0.81,655000.0
1,1.0,772,1889,1.0,54,2,7,0.146,511000.0
6,5.5,2043,10636,1.0,78,5,12,0.093,1212000.0
1,1.0,702,3077,1.0,6,1,11,0.536,678000.0
4,3.0,2020,6307,1.0,50,5,12,-0.596,1096000.0
2,2.0,1447,6209,1.5,86,2,12,1.364,984000.0
6,4.0,2386,14025,1.0,36,3,7,-0.002,1030000.0
5,5.5,2566,8547,1.0,16,3,5,-0.856,995000.0
5,3.5,1795,13371,1.0,7,1,6,-0.23,821000.0
3,2.0,1176,4106,2.0,84,1,6,1.232,627000.0
3,2.5,1763,4916,2.0,36,2,11,-0.425,910000.0
4,3.5,2401,18499,1.0,9,1,6,0.95,1000000.0
5,4.5,2398,16231,1.0,77,4,7,-0.625,1019000.0
6,5.0,2588,9654,1.0,72,3,11,-0.766,1128000.0
1,1.0,400,2788,1.0,63,5,5,0.66,517000.0
4,3.5,1293,6300,1.0,7,5,9,-0.874,954000.0
1,1.0,889,3337,1.0,7,2,8,0.823,618000.0
2,1.5,1093,7605,1.0,19,5,12,0.352,869000.0
5,3.0,1918,12254,3.0,14,1,8,-0.874,907000.0
2,2.0,1220,4192,1.5,47,3,8,-0.071,654000.0
5,3.5,2285,12438,2.0,35,4,11,-0.549,1218000.0
3,3.0,1833,7151,1.0,68,3,12,0.349,1018000.0
2,1.5,1241,1870,1.0,9,4,10,1.888,975000.0
3,3.5,1919,14876,2.0,65,5,10,-0.371,979000.0
4,3.5,1902,9648,1.0,84,3,11,0.534,1026000.0
5,5.0,2215,11938,2.0,11,2,12,0.024,1275000.0
4,3.5,2219,11981,3.0,58,3,10,0.024,1053000.0
6,4.0,2306,11713,1.5,45,5,6,-0.165,1020000.0
6,6.0,3444,11659,1.0,8,5,9,-0.857,1478000.0
5,4.5,2363,18467,1.5,26,5,6,0.335,1031000.0
4,4.0,2014,11159,1.0,70,2,8,-0.289,859000.0
2,1.5,1358,7959,1.0,78,2,8,-0.905,598000.0
3,3.0,2113,9416,1.0,33,3,12,1.014,1177000.0
1,1.0,1088,3668,2.0,9,3,8,0.099,710000.0
3,2.5,1068,2049,2.0,22,4,12,-0.228,955000.0
6,4.5,3021,11409,1.0,75,5,11,1.34,1376000.0
3,3.0,1448,3829,1.0,51,3,11,-1.836,802000.0
1,1.0,882,5119,2.0,38,2,5,1.273,413000.0
4,4.5,1516,10936,2.0,1,5,10,-0.88,1137000.0
6,4.5,2758,9564,1.0,70,3,6,0.212,1086000.0
6,5.0,2405,8811,1.0,41,4,9,-0.588,1149000.0
2,2.0,1230,7205,2.0,49,1,8,-0.923,667000.0
3,2.5,1465,3619,2.0,75,3,6,1.314,666000.0
4,4.0,2478,18687,2.0,50,3,12,1.856,1245000.0
2,1.5,1795,6938,1.0,83,1,11,-0.221,950000.0
2,1.5,1214,2620,1.0,50,2,9,0.335,763000.0
2,2.0,1219,3213,1.0,30,4,4,0.057,562000.0
6,4.0,2488,18816,1.0,83,1,5,1.731,898000.0
5,3.5,2582,8020,2.0,57,1,6,-2.113,867000.0
6,5.5,2501,14518,1.0,68,1,12,0.377,1229000.0
5,5.0,2124,5342,2.0,20,1,7,-0.727,1037000.0
6,6.5,2894,7992,2.0,60,3,4,-2.356,984000.0
1,0.5,689,4971,3.0,50,3,9,-0.361,533000.0
6,4.0,2589,6375,2.0,9,4,12,1.848,1374000.0
1,1.0,400,649,2.0,22,3,9,-0.656,564000.0
3,2.0,1761,8379,1.0,82,3,7,0.791,743000.0
4,3.0,2482,17641,1.0,51,5,5,1.199,1013000.0
3,2.0,1766,6391,1.0,69,2,11,-0.013,983000.0
1,1.0,1289,3007,3.0,15,4,4,0.12,596000.0
2,2.0,946,7459,2.0,19,1,12,-1.716,723000.0
5,5.0,2321,13691,1.0,84,5,6,-0.716,950000.0
2,2.0,917,6446,1.0,37,2,5,0.907,480000.0
2,1.5,1132,7232,1.0,79,2,7,0.061,598000.0
6,4.5,2832,17101,1.0,72,1,4,0.367,980000.0
1,1.0,881,3524,2.0,30,3,4,0.133,431000.0
6,4.0,2176,7851,1.0,85,2,5,2.192,1000000.0
6,4.5,2205,13583,2.0,69,5,10,-0.431,1166000.0
4,3.0,1486,9152,1.5,11,1,11,1.605,908000.0
1,0.5,997,7656,1.0,8,3,6,0.134,506000.0
1,1.0,1469,7633,1.0,11,5,9,1.694,857000.0
2,2.0,1609,5495,3.0,66,5,7,-1.225,820000.0
4,2.5,1331,6232,2.0,12,4,7,0.185,839000.0
1,1.0,1276,7004,1.0,25,3,7,-0.394,738000.0
3,3.0,1831,7825,1.0,39,5,12,0.139,1100000.0
1,1.0,400,2657,2.0,12,2,8,1.222,549000.0
4,4.0,1809,9588,2.0,29,5,8,0.379,933000.0
1,1.0,1179,1841,2.0,61,3,11,1.22,833000.0
5,5.0,2415,12568,2.0,87,2,9,-0.67,1042000.0
1,0.5,457,2568,2.0,42,2,5,-0.823,339000.0
2,1.5,1383,10302,1.0,67,3,5,0.016,681000.0
2,1.5,559,2342,2.0,47,1,7,-0.039,481000.0
5,4.0,2183,11426,1.0,41,4,4,-0.186,933000.0
1,1.0,1191,5464,1.5,46,2,10,-0.959,639000.0
3,2.0,1556,7711,3.0,86,2,8,1.199,907000.0
4,4.0,1750,3391,3.0,5,1,4,-0.363,715000.0
4,3.0,2167,15889,1.5,46,3,7,1.426,1011000.0
5,3.5,2542,18856,1.5,4,2,11,0.013,1258000.0
5,3.5,2643,13380,2.0,78,1,12,0.648,1187000.0
3,2.5,1812,9273,3.0,54,5,12,0.558,1120000.0
5,4.0,2574,4824,2.0,4,4,12,-0.824,1324000.0
2,1.5,1420,7649,1.0,56,2,9,0.367,743000.0
6,4.5,2680,11496,1.0,39,1,12,1.928,1295000.0
4,4.0,1927,11772,2.0,4,5,12,0.252,1196000.0
5,5.5,2179,3936,2.0,88,4,9,0.901,1090000.0
6,5.0,2236,13686,2.0,34,3,7,0.693,1118000.0
5,4.5,1963,6605,2.0,2,4,12,0.307,1238000.0
6,6.0,2515,14426,1.0,55,1,7,0.186,1062000.0
4,4.5,1972,10997,1.0,33,3,5,0.547,905000.0
1,1.0,1282,3813,2.0,59,1,4,0.763,416000.0
3,3.0,1537,6706,1.0,14,4,9,-1.352,847000.0
2,2.0,1501,10404,2.0,74,5,4,0.247,659000.0
6,6.0,2924,15896,2.0,37,3,5,-0.184,1167000.0
2,1.5,1131,2202,2.0,37,4,6,-0.392,634000.0
2,1.5,1378,6034,1.0,72,4,8,1.296,844000.0
2,1.0,1127,3974,2.0,49,5,8,-0.733,731000.0
4,3.5,2297,13026,1.0,0,1,8,-1.395,952000.0
4,3.5,2091,11489,1.0,52,2,8,0.796,962000.0
6,5.0,2243,3516,1.0,58,2,12,-1.42,1164000.0
3,2.5,1598,8709,1.0,28,4,5,-1.928,666000.0
2,2.0,1694,10632,2.0,16,3,8,0.908,948000.0
1,1.0,796,5171,2.0,4,4,9,0.159,649000.0
1,0.5,984,1853,1.0,76,3,6,0.473,542000.0
3,2.0,1714,5954,2.0,0,5,5,-0.442,819000.0
6,6.0,2289,9701,1.5,52,4,4,-1.384,896000.0
4,4.0,2053,5478,2.0,75,1,6,-1.186,765000.0
6,6.5,2182,9240,2.0,31,5,6,-0.272,1049000.0
1,1.0,662,1299,1.5,18,5,5,-1.272,509000.0
1,1.0,1173,2623,1.0,64,1,6,0.307,524000.0
6,4.5,2707,15827,1.0,56,2,10,-0.462,1140000.0
1,1.0,759,2434,1.5,1,5,11,0.185,844000.0
1,0.5,984,6026,2.0,51,5,8,0.155,681000.0
3,2.5,1532,2777,1.5,0,3,4,0.387,749000.0
6,6.5,2604,13430,1.0,35,3,10,0.499,1317000.0
5,4.0,2447,9897,1.0,27,1,5,-0.344,1013000.0
1,1.0,632,4222,2.0,75,3,4,0.184,430000.0
6,4.5,2612,17228,1.0,87,4,9,0.236,1130000.0
6,4.0,2506,9876,2.0,62,2,7,-2.429,967000.0
5,3.5,1774,9842,2.0,66,2,6,0.647,791000.0
6,4.0,2324,6923,1.0,2,5,12,0.15,1276000.0
2,2.0,1670,8805,1.0,5,3,4,0.564,649000.0
6,5.0,2715,5507,1.0,69,2,4,-1.287,907000.0
2,2.0,803,3473,1.0,38,2,9,-0.316,676000.0
5,4.5,1788,4806,2.0,45,3,7,-1.092,865000.0
4,3.0,1866,13514,2.0,62,2,11,0.745,970000.0
5,3.5,2718,11937,1.0,31,3,4,-1.405,857000.0
4,4.0,1844,9847,1.5,61,5,7,-0.929,983000.0
4,3.0,2292,8807,1.0,65,4,5,0.534,912000.0
4,4.0,2006,6774,1.0,21,2,4,-0.629,748000.0
5,3.5,2391,6740,2.0,61,3,8,-0.928,1022000.0
5,4.5,1849,13733,2.0,15,3,10,0.907,1191000.0
1,1.0,1131,7574,2.0,27,4,5,0.948,641000.0
5,3.5,2150,5087,1.0,70,4,11,0.722,1005000.0
4,3.0,2159,13718,1.5,88,3,8,0.849,1080000.0
2,2.0,956,4035,1.0,5,2,8,-0.232,593000.0
4,3.0,1953,3125,3.0,58,4,12,-0.205,1077000.0
6,5.0,2706,13352,2.0,51,1,6,-0.648,967000.0
6,5.0,2554,5990,2.0,54,4,5,0.168,990000.0
6,4.5,2721,7795,1.0,70,5,11,-0.528,1285000.0
3,3.0,1470,8856,1.5,6,4,4,-0.433,603000.0
5,5.0,2055,6517,2.0,66,3,11,0.6,1125000.0
3,2.5,2032,14828,1.0,25,5,11,1.185,1189000.0
5,5.0,2565,14804,2.0,13,3,12,0.398,1285000.0
4,3.0,1672,11553,1.5,40,3,8,1.794,866000.0
2,1.0,1371,7539,3.0,2,5,9,-0.706,822000.0
2,2.0,977,6983,1.0,56,1,11,-1.838,673000.0
1,1.0,495,1906,2.0,50,4,5,0.715,422000.0
1,0.5,1160,5881,1.0,46,4,6,-0.772,524000.0
3,2.0,1039,5043,1.5,2,3,8,-0.274,751000.0
3,2.5,1828,13481,1.5,68,1,9,-1.77,833000.0
1,1.0,774,1991,1.0,3,4,10,-0.899,653000.0
3,2.0,1487,7818,3.0,23,2,12,-1.502,865000.0
4,3.0,2023,12955,2.0,35,5,8,-0.434,987000.0
2,2.0,1374,5366,3.0,63,4,5,-0.395,584000.0
3,2.5,1302,9295,3.0,36,2,5,0.09,646000.0
3,2.0,1765,6927,2.0,73,3,11,1.24,1048000.0
4,3.0,1934,5080,1.5,84,1,8,0.677,864000.0
3,2.5,1173,6213,2.0,68,3,9,-1.622,654000.0
5,4.0,2199,9310,1.0,3,1,9,0.608,1091000.0
2,2.0,1614,2580,2.0,69,5,11,0.112,938000.0
3,3.0,2053,4011,1.5,18,4,5,-0.098,849000.0
3,3.0,1765,4888,2.0,79,2,5,-0.023,724000.0
2,2.0,843,5480,1.0,88,5,10,0.205,762000.0
5,4.0,2397,17494,1.0,7,1,7,-0.692,998000.0
2,1.5,1455,7343,1.0,8,3,11,-0.182,906000.0
2,2.0,1418,3100,1.0,62,1,5,1.184,716000.0
5,3.5,2485,12360,1.0,12,1,6,-0.704,1009000.0
6,6.0,2709,19129,1.0,87,2,12,-1.03,1301000.0
5,5.0,2228,14196,1.0,48,2,11,-0.062,1152000.0
6,4.0,2417,8199,1.5,51,4,4,-1.131,849000.0
6,5.0,2031,4682,1.0,77,5,11,-1.723,1146000.0
3,2.0,1652,12150,2.0,19,4,4,-0.344,709000.0
5,3.5,2306,16261,1.0,50,4,5,1.449,944000.0
2,1.5,1367,2528,1.5,89,3,12,-0.039,848000.0
3,2.0,1149,7875,1.0,1,2,5,0.179,583000.0
4,4.0,2094,4464,1.5,15,2,6,-2.13,891000.0
6,6.5,3216,6147,1.5,13,5,5,0.438,1296000.0
6,6.0,2624,16875,2.0,30,3,9,0.093,1237000.0
3,2.0,1532,7639,1.0,11,3,4,-0.665,651000.0
4,3.0,1993,8360,1.5,15,1,6,0.18,818000.0
2,1.5,1810,13349,1.0,76,3,6,0.17,640000.0
5,3.5,1943,13514,1.5,41,4,9,-1.059,921000.0
4,4.5,1961,3676,1.0,32,3,8,0.332,952000.0
4,3.0,1660,9138,2.0,37,4,5,1.197,770000.0
5,3.5,2086,13600,1.0,87,5,8,-0.228,992000.0
4,4.0,1885,9572,2.0,44,1,8,-0.868,910000.0
1,1.0,1254,9893,1.0,42,5,7,-0.178,687000.0
2,1.0,1740,10369,1.0,83,5,8,0.855,905000.0
2,1.5,1334,2904,1.0,3,3,6,-1.226,619000.0
5,4.5,2137,5960,1.0,43,4,7,0.579,1007000.0
1,1.0,1598,10979,1.5,67,1,11,-0.678,806000.0
2,1.5,1072,8553,2.0,46,2,6,0.242,637000.0
4,4.0,1729,3699,2.0,78,1,6,-0.564,741000.0
5,5.0,1718,3697,1.0,79,4,5,-0.567,796000.0
4,4.0,2319,14985,1.0,30,5,10,1.523,1138000.0
6,4.5,2890,5544,2.0,73,4,10,-1.409,1176000.0
6,4.0,3325,6469,1.0,21,4,10,0.485,1449000.0
1,1.0,433,3151,1.0,21,1,5,1.731,339000.0
6,4.5,3037,20357,2.0,87,5,8,0.686,1307000.0
4,3.5,1921,13889,1.0,1,1,6,-1.331,839000.0
4,4.0,2142,12270,1.0,31,3,10,-1.282,1015000.0
1,0.5,400,1439,1.0,56,4,7,-0.752,409000.0
4,4.0,2340,17295,2.0,37,5,7,0.158,1137000.0
5,5.5,2486,8556,1.0,76,5,8,0.226,1197000.0
4,4.0,1888,6213,2.0,22,3,10,-1.272,995000.0
1,1.0,1044,7581,1.0,49,3,10,-0.873,707000.0
4,4.0,1670,9895,1.0,11,3,11,-0.811,991000.0
6,5.0,2426,17763,1.0,19,3,7,-0.181,1091000.0
5,5.0,2111,5306,2.0,15,4,11,1.985,1217000.0
1,1.0,400,3076,1.0,66,4,11,-0.933,602000.0
6,6.0,2859,15675,2.0,18,3,8,-0.977,1298000.0
6,4.5,2957,17275,1.0,60,3,10,-1.133,1234000.0
2,1.5,990,7367,1.0,31,1,12,0.636,768000.0
5,3.5,2354,9357,1.0,50,1,11,-0.041,1050000.0
3,2.5,1470,9081,1.5,78,3,6,-0.896,671000.0
4,3.5,1998,11313,1.5,77,2,10,-0.363,937000.0
3,2.5,1362,9017,2.0,1,4,8,-0.792,826000.0
5,4.0,1985,14550,2.0,70,5,5,0.296,809000.0
6,6.0,2916,17264,2.0,86,4,7,2.684,1289000.0
5,5.5,2231,4327,1.5,60,5,12,0.551,1213000.0
6,4.5,3207,8628,1.5,16,3,12,-0.093,1438000.0
6,6.0,2614,20130,2.0,59,5,11,-0.665,1285000.0
1,1.0,572,4459,1.0,57,5,12,-1.343,776000.0
2,1.5,1568,12212,2.0,59,1,9,0.734,805000.0
5,3.5,2439,4242,2.0,38,4,10,0.679,1266000.0
4,4.0,2118,8442,1.0,47,3,5,-0.466,877000.0
1,1.0,1207,7771,2.0,58,5,6,1.213,733000.0
1,1.0,654,4182,2.0,41,3,5,0.021,441000.0
4,4.0,1862,3833,1.0,69,1,12,0.775,1068000.0
4,4.5,1849,10099,2.0,63,2,9,0.296,1012000.0
2,1.5,813,1974,1.0,27,1,12,-0.177,795000.0
2,2.0,1121,5275,1.0,54,2,7,-0.955,629000.0
1,1.0,1251,3826,1.0,68,1,7,-0.146,572000.0
4,4.5,1971,3638,1.5,44,4,10,0.842,1085000.0
1,0.5,446,901,1.0,64,3,9,-0.508,567000.0
4,3.0,1433,10634,2.0,11,4,7,0.44,904000.0
3,3.0,2049,12991,1.0,34,5,6,-1.083,849000.0
3,2.0,1523,11509,1.0,63,4,8,0.78,796000.0
5,5.0,2056,9365,2.0,80,3,4,0.313,789000.0
4,3.0,1818,7611,1.0,58,2,5,-1.202,748000.0
5,5.5,1807,6920,2.0,59,4,4,-0.224,769000.0
5,5.0,2677,14740,1.0,30,3,5,0.931,1104000.0
6,4.5,2482,9395,3.0,63,4,5,-1.259,971000.0
5,5.0,2660,16893,2.0,32,1,4,-1.071,898000.0
4,3.0,1915,12847,1.0,4,1,4,-0.069,828000.0
3,2.5,1979,14235,1.0,22,1,11,2.133,1011000.0
2,2.0,1277,3931,1.0,55,4,5,-0.673,680000.0
4,4.0,2156,10620,3.0,86,3,8,0.495,989000.0
1,0.5,1066,3147,2.0,44,2,4,0.26,375000.0
6,4.5,2787,4861,1.0,77,2,12,-0.59,1327000.0
6,5.5,2704,16497,1.0,70,4,6,0.161,1143000.0
1,1.0,780,3953,2.0,50,5,10,-0.448,675000.0
5,4.0,2825,17531,1.0,72,5,9,-0.358,1155000.0
1,0.5,578,1196,2.0,36,3,10,-1.661,504000.0
5,4.0,2251,17943,2.0,39,4,9,-0.024,1206000.0
1,1.0,854,6801,1.0,66,1,8,0.899,536000.0
3,2.0,1671,7557,1.5,57,5,10,0.057,885000.0
4,3.0,1771,12626,1.0,47,1,11,1.091,1015000.0
5,5.5,2344,7227,1.0,38,2,7,0.58,974000.0
3,2.0,1499,9435,3.0,87,4,12,-0.06,892000.0
6,6.0,2125,15332,2.0,5,5,12,-0.628,1329000.0
5,3.5,2253,15310,2.0,4,1,10,-0.486,1103000.0
2,2.0,870,5896,1.5,43,4,12,-1.471,770000.0
5,5.0,1730,7802,1.0,3,1,4,-0.267,773000.0
5,5.0,2291,15647,2.0,30,1,8,0.146,1023000.0
3,2.0,1696,10158,1.5,51,3,9,1.715,921000.0
5,4.5,2408,5685,1.0,36,3,12,0.528,1221000.0
6,6.0,2770,6211,1.0,18,2,5,-0.865,1029000.0
5,3.5,1670,10884,2.0,25,5,11,-1.439,1002000.0
5,3.5,1842,10252,2.0,54,4,4,-0.207,743000.0
4,2.5,2492,12151,1.0,85,3,7,0.812,1026000.0
2,2.0,886,6554,2.0,70,3,10,-0.221,739000.0
5,5.0,2433,14081,1.0,49,3,6,0.542,985000.0
3,3.0,1344,5477,1.0,12,1,11,-0.181,837000.0
4,4.0,1924,8063,1.0,21,4,12,0.717,1162000.0
2,1.5,1010,5488,2.0,39,4,5,-1.597,621000.0
2,1.5,1368,8812,1.0,22,3,6,1.604,686000.0
1,1.0,891,4605,1.5,61,3,4,-1.112,401000.0
6,5.5,2466,11854,1.0,32,5,10,0.794,1283000.0
1,0.5,535,3330,2.0,75,4,11,-0.272,628000.0
1,1.0,930,5658,2.0,24,2,9,-0.116,640000.0
6,6.0,2236,15422,1.0,44,1,5,-0.241,976000.0
4,3.0,2028,3867,2.0,64,5,5,0.256,872000.0
3,2.5,2338,14980,1.0,18,4,4,0.458,924000.0
5,3.5,2655,12849,1.0,68,4,8,1.058,1160000.0
3,3.5,1766,3506,1.5,52,2,10,1.408,1022000.0
1,1.0,824,4873,2.0,58,1,5,0.332,512000.0
5,5.5,1668,10271,1.0,40,3,11,1.714,1179000.0
2,1.5,803,3938,1.5,84,4,6,0.093,634000.0
4,2.5,2285,15217,1.0,69,2,8,1.077,1034000.0
6,4.0,2363,8156,1.5,17,3,10,0.429,1151000.0
6,4.0,2390,6722,2.0,50,5,8,-0.549,1125000.0
3,2.0,1500,5670,3.0,81,2,8,0.181,779000.0
5,3.0,1931,8043,1.5,25,2,7,0.503,994000.0
4,4.5,1532,9228,2.0,48,2,7,-0.032,770000.0
3,2.0,1535,10739,1.5,67,5,6,0.413,782000.0
1,0.5,583,3606,1.0,24,3,6,0.865,473000.0
3,3.0,1328,3494,1.0,46,5,10,-0.023,923000.0
4,3.5,1666,6465,3.0,49,5,11,-2.944,937000.0
6,6.0,2757,6974,1.0,15,3,11,1.678,1414000.0
1,1.0,780,4652,2.0,15,1,6,-0.298,428000.0
5,5.0,2196,6836,1.0,50,2,6,-0.823,946000.0
6,5.5,2779,13659,2.0,16,3,4,-1.124,1032000.0
6,5.0,2557,16996,1.0,85,2,6,-0.336,994000.0
3,3.0,1467,8598,3.0,47,1,9,-0.563,883000.0
1,1.0,991,3408,2.0,63,5,6,-0.737,541000.0
2,1.5,1400,5129,1.0,35,2,10,-0.682,812000.0
6,5.0,2556,14689,2.0,26,4,4,0.53,1030000.0
6,4.0,2624,13308,2.0,43,5,7,2.03,1192000.0
4,4.0,1665,3541,1.0,63,3,6,0.821,918000.0
1,0.5,592,4251,1.0,35,4,8,1.123,606000.0
1,0.5,1081,5223,2.0,25,1,4,-0.377,425000.0
3,2.0,1683,7703,2.0,12,4,7,0.105,931000.0
4,4.0,2037,5683,1.0,48,5,11,0.426,1125000.0
1,1.0,934,3690,2.0,61,5,11,-0.66,678000.0
5,4.5,2264,8294,1.0,47,1,6,-0.426,875000.0
4,4.0,2109,6875,1.0,22,2,7,0.855,915000.0
1,0.5,1131,5868,1.5,22,1,10,1.09,667000.0
1,1.0,1123,5059,1.0,33,5,8,0.067,702000.0
3,2.5,1520,11065,1.0,31,2,8,-1.195,767000.0
5,3.5,2666,20312,1.5,18,3,7,-0.296,1138000.0
5,4.5,2319,6787,1.0,84,3,11,-1.441,1123000.0
3,3.0,1740,3742,1.0,29,4,9,0.075,971000.0
2,1.5,1285,8487,2.0,22,5,12,0.255,914000.0
6,5.5,2674,21303,1.5,54,2,11,-0.271,1297000.0
3,2.0,1329,9454,2.0,72,4,7,0.242,786000.0
2,2.0,1410,2332,1.5,41,2,6,0.417,695000.0
3,2.5,2404,7532,1.5,60,1,4,0.257,811000.0
1,1.0,738,1315,1.0,8,1,9,-1.202,523000.0
2,2.0,1221,8346,2.0,47,2,10,-0.253,823000.0
4,2.5,1766,9323,1.0,5,3,7,0.41,965000.0
6,5.5,2454,11875,1.0,12,4,4,1.579,1073000.0
5,4.5,2713,13847,2.0,53,5,11,-0.272,1258000.0
5,4.5,2048,6433,2.0,18,3,6,0.551,949000.0
4,2.5,1758,9512,2.0,3,3,9,0.878,960000.0
1,1.0,400,680,1.0,16,1,4,-0.197,315000.0
3,2.5,1323,7540,1.0,69,5,4,1.148,692000.0
6,4.0,2087,13093,1.5,52,2,12,1.202,1190000.0
1,0.5,1040,6110,2.0,34,4,10,1.38,833000.0
6,5.0,3440,12586,1.5,87,4,4,0.458,1169000.0
5,5.0,2140,14703,1.0,34,5,4,2.36,955000.0
2,1.5,700,4306,1.0,78,5,8,-0.615,570000.0
5,5.0,2520,5882,1.5,31,4,10,2.124,1258000.0
6,5.0,2382,6594,2.0,2,4,7,0.768,1124000.0
1,1.0,1240,6995,1.0,9,1,11,1.34,924000.0
1,1.0,765,2587,1.0,24,1,9,-0.32,686000.0
4,3.5,1710,3892,1.0,16,3,9,0.844,1016000.0
6,5.5,2547,6386,1.0,14,4,6,1.427,1154000.0
1,1.0,1077,2775,1.5,34,4,10,-1.087,670000.0
4,3.5,1832,8438,1.0,87,2,11,-0.163,982000.0
1,1.0,701,3819,2.0,18,3,4,-2.141,341000.0
4,3.5,1840,4870,2.0,21,5,10,-0.178,1124000.0
4,4.0,1518,9307,3.0,89,1,11,-0.816,806000.0
1,0.5,969,3223,2.0,18,2,7,-0.218,594000.0
5,4.5,1714,6042,1.0,74,5,10,2.924,1068000.0
6,5.0,2467,7284,1.0,55,1,7,1.718,1071000.0
6,6.5,2828,18676,1.0,83,2,5,-1.439,1042000.0
1,1.0,941,7282,2.0,50,3,11,0.556,807000.0
2,1.5,1377,6474,1.0,53,4,6,0.799,698000.0
2,2.0,1180,2092,1.0,20,2,10,-0.338,819000.0
3,2.5,1901,6071,1.0,51,4,6,0.178,801000.0
1,0.5,1127,2848,1.0,60,2,7,0.276,598000.0
6,4.5,2734,19078,2.0,88,2,10,-1.347,1186000.0
5,3.0,2528,5186,2.0,8,3,7,-1.031,1036000.0
5,3.0,2475,19261,1.5,14,1,11,0.172,1145000.0
2,1.5,1068,5687,2.0,1,4,4,0.099,569000.0
1,1.0,447,2175,1.0,71,4,4,-0.709,383000.0
6,6.0,2726,19103,1.0,7,5,4,-0.794,1037000.0
2,1.0,1364,2290,1.0,82,2,6,-0.09,548000.0
4,3.5,2227,14590,2.0,32,2,4,0.886,887000.0
6,4.0,2319,5236,1.5,25,5,7,-0.076,1048000.0
1,1.0,578,4026,1.0,87,1,4,1.623,296000.0
1,0.5,988,4880,3.0,64,3,10,-0.696,727000.0
1,1.0,829,1573,1.0,49,3,5,0.193,434000.0
1,1.0,400,2766,1.0,80,3,12,-0.354,621000.0
1,1.0,963,1615,2.0,67,3,11,0.588,720000.0
5,4.0,1694,4065,2.0,57,4,10,-0.782,960000.0
4,4.0,1616,10804,2.0,28,1,11,1.927,997000.0
6,4.5,3006,13592,3.0,88,5,10,-1.691,1276000.0
5,5.5,2797,20220,1.0,64,5,11,1.715,1386000.0
6,5.0,2235,12584,2.0,85,1,8,0.09,1034000.0
2,2.0,1101,6114,2.0,86,5,9,0.552,731000.0
2,2.0,1213,4124,1.5,49,2,8,1.335,833000.0
6,6.5,3134,7424,1.0,32,1,9,0.858,1238000.0
2,1.5,1052,8150,3.0,85,2,7,-0.73,488000.0
1,0.5,707,1542,1.0,89,4,5,0.6,521000.0
5,3.5,2715,13408,1.0,10,5,12,1.867,1424000.0
5,3.5,2138,6995,2.0,57,4,10,-0.887,1068000.0
6,5.5,2817,9062,2.0,54,5,10,2.118,1391000.0
6,6.5,2157,11572,3.0,67,2,6,0.386,1001000.0
1,1.0,799,5343,2.0,87,5,10,-0.433,680000.0
5,4.5,1752,11479,1.0,22,4,8,-0.893,907000.0
6,5.5,2283,16317,2.0,87,1,4,-0.223,881000.0
5,5.0,2502,8516,1.0,57,1,12,-1.955,1185000.0
5,5.5,2235,10119,2.0,7,2,12,-0.415,1288000.0
6,4.0,2504,3908,1.0,45,1,11,-0.263,1241000.0
3,2.5,1325,8420,2.0,12,2,8,-1.074,764000.0
1,1.0,784,2717,1.5,86,5,6,0.748,483000.0
3,2.5,1640,8446,2.0,68,2,4,-0.219,710000.0
2,1.5,1495,3888,1.0,81,4,10,-0.636,770000.0
1,1.0,400,2730,1.0,54,5,12,-0.325,709000.0
1,1.0,600,4087,1.0,35,2,4,0.355,383000.0
5,5.5,2298,16554,1.0,38,4,10,0.073,1169000.0
4,4.0,1870,3363,2.0,85,3,4,-0.701,750000.0
4,3.0,2021,16069,1.0,13,2,10,0.126,1050000.0
5,4.0,2330,7248,1.5,79,5,4,-0.051,914000.0
4,3.5,1809,6352,1.0,37,4,12,-1.139,1025000.0
4,3.5,1742,5436,1.0,53,3,5,-0.289,750000.0
